2684,sudden,adj. 突然的，意外的；快速的 n. 突然发生的事
2685,supreme,adj. 最高的；至高的；最重要的 n. 至高；霸权
2686,eyewitness,n. 目击者；见证人
2687,information,n. 信息，资料；知识；情报；通知
2688,queue,n. 队列；长队；辫子 v. 排队；排队等候
2689,candy,v. 用糖煮；使结晶为砂糖；美化 n. 糖果（等于sweets）；冰糖（等于sugar candy，rock candy）；毒品 adj. 新潮的（服饰）；甜言蜜语的
2690,sleep,v. 睡，睡觉 n. 睡眠
2691,act,v. 扮演；装作，举动像 n. 行为，行动；法令，法案；（戏剧，歌剧的）一幕，段；装腔作势
2692,belt,n. 带；腰带；地带 v. 用带子系住；用皮带抽打
2693,widespread,adj. 普遍的，广泛的；分布广的
2694,study,n. 学习，研究；课题；书房；学问 v. 学习；考虑；攻读；细察
2695,advantage,n. 优势；利益；有利条件 v. 获利
2696,abnormal,adj. 反常的，不规则的；变态的
2697,output,n. 输出，输出量；产量；出产 v. 输出
2698,headmaster,n. 校长
2699,sport,n. 运动；游戏；娱乐；运动会；玩笑 v. 游戏 adj. 运动的
2700,admirable,adj. 令人钦佩的；极好的；值得赞扬的
2701,dash,n. 破折号；冲撞 v. 使…破灭；猛撞；泼溅
2702,thirteen,n. 十三；十三岁；十三个 num. 十三 adj. 十三的；十三个的
2703,ambition,n. 野心，雄心；抱负，志向 v. 追求；有…野心
2704,enter,v. 进入；开始；参加 n. [计] 输入；回车
2705,able,adj. 能；[经管] 有能力的；能干的 n. (Able)人名；(伊朗)阿布勒；(英)埃布尔
2706,severe,adj. 严峻的；严厉的；剧烈的；苛刻的
2707,sharpener,n. 卷笔刀；[机] 磨具；研磨者
2708,dream,v. 梦想；做梦，梦见；想到 n. 梦想，愿望；梦 adj. 梦的；理想的；不切实际的
2709,bookshelf,n. 书架
2710,analyze,v. 对…进行分析，分解（等于analyse）
2711,woman,n. 妇女；女性；成年女子
2712,extraordinary,adj. 非凡的；特别的；离奇的；临时的；特派的
2713,outcome,n. 结果，结局；成果
2714,yoghurt,n. 酸奶（等于yoghourt）；酸乳酪
2715,make,v. 使得；进行；布置，准备，整理；制造；认为；获得；形成；安排；引起；构成 n. 制造；构造；性情
2716,only,adv. 只，仅仅；不料 adj. 唯一的，仅有的；最合适的 conj. 但是；不过；可是
2717,title,n. 冠军；标题；头衔；权利；字幕 v. 加标题于；赋予头衔；把…称为 adj. 冠军的；标题的；头衔的
2718,card,n. 卡片；纸牌；明信片 v. 记于卡片上
2719,spell,v. 拼，拼写；意味着；招致；拼成；迷住；轮值 n. 符咒；一段时间；魅力
2720,win,v. 赢得；在…中获胜；劝诱 n. 赢；胜利
2721,Australian,adj. 澳大利亚的，澳大利亚人的 n. 澳大利亚人
2722,champion,n. 冠军；拥护者；战士 v. 支持；拥护 adj. 优胜的；第一流的
2723,clarify,v. 澄清；阐明
2724,comedy,n. 喜剧；喜剧性；有趣的事情
2725,biography,n. 传记；档案；个人简介
2726,clock,n. 时钟；计时器 v. 记录；记时
2727,employ,v. 使用，采用；雇用；使忙于，使从事于 n. 使用；雇用
2728,sixth,n. 月的第六日，（与the连用的）第六个；六分之一 adj. （与 the 连用）第六的，第六个的；六分之一的
2729,injure,v. 伤害，损害
2730,period,n. 周期，期间；时期；月经；课时；（语法学）句点，句号 adj. 某一时代的
2731,excuse,n. 借口；理由 v. 原谅；为…申辩；给…免去
2732,prayer,n. 祈祷，祷告；恳求；祈祷文
2733,fork,n. 叉；餐叉；耙 v. 叉起；使成叉状
2734,greet,v. 欢迎，迎接；致敬，致意；映入眼帘 n. (Greet)人名；(英)格里特
2735,pray,v. 祈祷；恳求；央求 n. (Pray)人名；(匈)普劳伊；(英)普雷
2736,brown,adj. 棕色的，褐色的；太阳晒黑的 v. 变成褐色 n. 褐色，棕色
2737,burden,n. 负担；责任；船的载货量 v. 使负担；烦扰；装货于
2738,civilization,n. 文明；文化
2739,rate,n. 比率，率；速度；价格；等级 v. 认为；估价；责骂
2740,system,n. 制度，体制；系统；方法
2741,advertise,v. 通知；为…做广告；使突出
2742,metal,n. 金属；合金 v. 以金属覆盖 adj. 金属制的
2743,forgive,v. 原谅；免除（债务、义务等）
2744,fat,adj. 肥的，胖的；油腻的；丰满的 n. 脂肪，肥肉 v. 养肥；在…中加入脂肪
2745,go,v. 走；达到；运转；趋于 n. 去；进行；尝试
2746,collection,n. 采集，聚集；[税收] 征收；收藏品；募捐
2747,rich,adj. 富有的；肥沃的；昂贵的 n. (Rich)人名；(丹)里克；(捷)里赫；(英、西)里奇；(葡、法)里什
2748,underwear,n. 内衣物
2749,choke,v. 呛；使窒息；阻塞；抑制；扑灭 n. 窒息；噎；[动力] 阻气门
2750,oh,int. 哦；哎呀（表示惊讶或恐惧等）
2751,sixteenth,num. 第十六；十六分之一 adj. 第十六的；十六分之一的
2752,elder,n. 老人；长辈；年长者；父辈 adj. 年长的；年龄较大的；资格老的
2753,beauty,n. 美；美丽；美人；美好的东西
2754,shy,adj. 害羞的；畏缩的，胆怯的 v. 投；畏缩；惊退；厌恶 n. 投掷；惊跳
2755,existence,n. 存在，实在；生存，生活；存在物，实在物
2756,run,v. 经营；奔跑；运转 n. 奔跑；赛跑；趋向；奔跑的路程
2757,geometry,n. 几何学
2758,living,adj. 活的；现存的；活跃的；逼真的 n. 生活；生存；生计 v. 生活；居住（live的ing形式）；度过
2759,carriage,n. 运输；运费；四轮马车；举止；客车厢
2760,chain,n. 链；束缚；枷锁 v. 束缚；囚禁；用铁链锁住
2761,sweater,n. 毛线衣，运动衫；大量出汗的人，发汗剂
2762,Lost,adj. 失去的；丧失的；迷惑的 v. 遗失（lose的过去分词）；失败
2763,careless,adj. 粗心的；无忧无虑的；淡漠的 n. (Careless)人名；(英)凯尔利斯
2764,river,n. 河，江
2765,routine,n. [计] 程序；日常工作；例行公事 adj. 日常的；例行的
2766,gymnastics,n. 体操；体育；体操运动
2767,storage,n. 存储；仓库；贮藏所
2768,within,prep. 在…之内 adv. 在内部 n. 里面
2769,queen,n. 女王，王后；（纸牌中的）皇后；（蜜蜂等的）蜂王 v. 使…成为女王或王后
2770,wheat,n. 小麦；小麦色
2771,number,n. 数；（杂志等的）期；号码；数字；算术 v. 计入；总数达到
2772,palace,n. 宫殿；宅邸；豪华住宅
2773,childhood,n. 童年时期；幼年时代
2774,violate,v. 违反；侵犯，妨碍；亵渎
2775,tale,n. 故事；传说；叙述；流言蜚语
2776,society,n. 社会；交往；社团；社交界
2777,restrict,v. 限制；约束；限定
2778,speech,n. 演讲；讲话；[语] 语音；演说
2779,harvest,n. 收获；产量；结果 v. 收割；得到
2780,recorder,n. 录音机；记录器；记录员；八孔直笛
2781,be,v. 是； 有，存在； 做，成为； 发生 n. (Be)人名；(缅)拜；(日)部(姓)；(朝)培；(中非)贝
2782,son,n. 儿子；孩子（对年轻人的称呼）；男性后裔
2783,attitude,n. 态度；看法；意见；姿势
2784,AD,n. 公元；广告（ad）
2785,altitude,n. 高地；高度；[数] 顶垂线；（等级和地位等的）高级；海拔
2786,everything,pron. 每件事物；最重要的东西；（有关的）一切；万事
2787,upper,adj. 上面的，上部的；较高的 n. (Upper)人名；(英)厄珀
2788,trunk,n. 树干；躯干；象鼻；汽车车尾的行李箱 vt. 把…放入旅行箱内 adj. 干线的；躯干的；箱子的
2789,other,adj. 其他的，另外的 pron. 另外一个
2790,tram,n. 电车轨道；煤车 v. 用煤车运载
2791,debate,v. 辩论，争论，讨论 n. 辩论；辩论会
2792,sell,v. 销售；推销；出卖；欺骗 n. 销售；失望；推销术
2793,belief,n. 相信，信赖；信仰；教义
2794,bookcase,n. [家具] 书柜，书架
2795,ninth,num. 第九 adj. 第九的；九分之一的 n. 九分之一
2796,hardworking,adj. 努力工作的；不辞辛劳的，苦干的 v. 努力工作（hardwork的ing形式）
2797,unrest,n. 不安；动荡的局面；不安的状态
2798,prejudice,n. 偏见；侵害 v. 损害；使有偏见
2799,dial,n. 转盘；刻度盘；钟面 v. 拨号
2800,variety,n. 多样；种类；杂耍；变化，多样化
2801,wipe,v. 擦；消除；涂上 n. 擦拭；用力打
2802,peach,n. 桃子；桃树；桃红色；受人喜欢的人（或物） adj. 桃色的；用桃子制成的 v. 告密
2803,third,num. 第三；三分之一 adj. 第三的；三分之一的
2804,tube,n. 管；电子管；隧道；电视机 v. 使成管状；把…装管；用管输送
2805,delighted,adj. 高兴的；欣喜的 v. 使…兴高采烈；感到快乐（delight的过去分词）
2806,why,int. 哎呀！什么？ adv. 为什么
2807,control,n. 控制；管理；抑制；操纵装置 v. 控制；管理；抑制
2808,Saturday,n. 星期六
2809,alley,n. 小巷；小路；小径
2810,home,n. 家，住宅；产地；家乡；避难所 adv. 在家，回家；深入地 adj. 国内的，家庭的；有效的 v. 归巢，回家
2811,smog,n. 烟雾
2812,survive,v. 幸存；生还；幸免于；比活得长
2813,stewardess,n. 女管家；女干事；女服务员
2814,snow,n. 雪，积雪；下雪 v. 降雪
2815,cool,adj. 凉爽的；冷静的；出色的 v. 使…冷却；使…平静下来 n. 凉爽；凉爽的空气 adv. 冷静地
2816,useless,adj. 无用的；无效的
2817,secure,adj. 安全的；无虑的；有把握的；稳当的 v. 保护；弄到；招致；缚住
2818,pipe,n. 管；烟斗；笛 v. 吹笛；尖叫
2819,minibus,n. 面包车（等于microbus）；小型公共汽车；中客车 vi. 乘中客车
2820,me,pron. 我（宾格） n. 自我；极端自私的人；自我的一部分
2821,arrival,n. 到来；到达；到达者
2822,conservative,adj. 保守的 n. 保守派，守旧者
2823,however,adv. 无论如何；不管怎样（接副词或形容词）；然而；可是 conj. 无论以何种方式; 不管怎样
2824,mature,adj. 成熟的；充分考虑的；到期的；成年人的 v. 成熟；到期
2825,guide,n. 指南；向导；入门书 v. 引导；带领；操纵
2826,traffic,n. 交通；运输；贸易；[通信] 通信量 v. 用…作交换；在…通行
2827,block,n. 块；街区；大厦；障碍物 v. 阻止；阻塞；限制；封盖 adj. 成批的，大块的；交通堵塞的
2828,happy,adj. 幸福的；高兴的；巧妙的 n. (Happy)人名；(英、瑞典、喀)哈皮
2829,elect,adj. 选出的；当选的；卓越的 n. 被选的人；特殊阶层；上帝的选民 v. 选举；选择；推选
2830,August,adj. 威严的；令人敬畏的 n. 八月（简写为Aug）
2831,past,n. 过去；往事 adj. 过去的；结束的 prep. 越过；晚于 adv. 过；经过
2832,saying,n. 话；谚语；言论 v. 说（say的ing形式）
2833,hello,int. 喂；哈罗 n. 表示问候， 惊奇或唤起注意时的用语
2834,repeat,v. 重复；复制；背诵 n. 重复；副本
2835,separately,adv. 分别地；分离地；个别地
2836,cave,v. 使凹陷，使塌落；在…挖洞穴 n. 洞穴，窑洞
2837,urge,v. 力劝，催促；驱策，推进 n. 强烈的欲望，迫切要求；推动力
2838,whistle,n. 口哨；汽笛；呼啸声 v. 吹口哨；鸣汽笛
2839,instruction,n. 指令，命令；指示；教导；用法说明
2840,postcard,n. 明信片
2841,civil,adj. 公民的；民间的；文职的；有礼貌的；根据民法的 n. (Civil)人名；(土)吉维尔；(法)西维尔
2842,knowledge,n. 知识，学问；知道，认识；学科
2843,fantasy,n. 幻想；白日梦；幻觉 adj. 虚幻的 v. 空想；想像
2844,airline,n. 航空公司；航线 adj. 航线的
2845,till,n. [地理][水文] 冰碛；放钱的抽屉；备用现金 prep. 直到 conj. 直到为止 v. 耕种；犁
2846,sixteen,adj. 十六的，十六个的 num. 十六
2847,born,v. 出世（bear的过去分词） adj. 天生的 n. (Born)人名；(柬)邦；(英、西、俄、捷、德、瑞典、匈)博恩
2848,actual,adj. 真实的，实际的；现行的，目前的
2849,wage,v. 进行；发动；从事 n. 工资；代价；报偿
2850,aeroplane,n. 飞机（等于airplane）
2851,word,n. [语] 单词；话语；消息；诺言；命令 v. 用言辞表达
2852,significance,n. 意义；重要性；意思
2853,quantity,n. 量，数量；大量；总量
2854,shock,n. 休克；震惊；震动；打击；禾束堆 v. 使休克；使震惊；使震动；使受电击；把…堆成禾束堆 adj. 浓密的；蓬乱的
2855,recognise,v. 认出；承认，认可；识别
2856,twice,adv. 两次；两倍
2857,special,n. 特使，特派人员；特刊；特色菜；专车；特价商品 adj. 特别的；专门的，专用的
2858,major,adj. 主要的；重要的；主修的；较多的 n. [人类] 成年人；主修科目；陆军少校 v. 主修
2859,minimum,n. 最小值；最低限度；最小化；最小量 adj. 最小的；最低的
2860,earthquake,n. 地震；大动荡
2861,troublesome,adj. 麻烦的；讨厌的；使人苦恼的
2862,skillful,adj. 熟练的；巧妙的
2863,away,adv. 离去，离开；在远处
2864,anger,n. 怒，愤怒；忿怒 v. 使发怒，激怒；恼火
2865,spade,n. 铁锹，铲子 v. 铲；把……弄实抹平
2866,section,n. 截面；部分；部门；地区；章节 v. 被切割成片；被分成部分
2867,railway,n. （英）铁路；轨道；铁道部门 vi. 乘火车旅行
2868,comment,n. 评论；意见；批评 v. 发表评论；发表意见
2869,salute,n. 致敬，欢迎；敬礼 v. 行礼致敬，欢迎
2870,part,n. 部分；角色；零件；一些；片段 v. 分离；分配；分开 adv. 部分地 adj. 部分的
2871,hate,v. 憎恨；厌恶；遗憾 n. 憎恨；反感
2872,thirsty,adj. 口渴的，口干的；渴望的，热望的
2873,enterprise,n. 企业；事业；进取心；事业心
2874,freeze,v. 冻结；冷冻；僵硬 n. 冻结；凝固
2875,candle,n. 蜡烛；烛光；烛形物 v. 对着光检查
2876,campaign,v. 作战；参加竞选；参加活动 n. 运动；活动；战役
2877,vast,adj. 广阔的；巨大的；大量的；巨额的 n. 浩瀚；广阔无垠的空间
2878,maple,n. 枫树；淡棕色
2879,benefit,n. 利益，好处；救济金 v. 有益于，对…有益
2880,neither,conj. 也不；既不 adv. 两个都不；既不……也不 adj. 两者都不的 pron. 两者都不
2881,sword,n. 刀，剑；武力，战争
2882,desire,n. 欲望；要求，心愿；性欲 v. 想要；要求；希望得到…
2883,relief,n. 救济；减轻，解除；安慰；浮雕
2884,catch,v. 赶上；抓住；感染；了解 n. 捕捉；捕获物；窗钩
2885,consult,v. 查阅；商量；向…请教
2886,preserve,v. 保存；保护；维持；腌；禁猎 n. 保护区；禁猎地；加工成的食品
2887,next,adv. 然后；下次；其次 adj. 下一个的；其次的；贴近的 n. 下一个 prep. 靠近；居于…之后
2888,numb,v. 使麻木；使发愣；使失去感觉 adj. 麻木的；发愣的
2889,one,pron. 一个人；任何人 adj. 一的；唯一的 n. 一 num. 一；一个
2890,shoe,n. 鞋；蹄铁；外胎 v. 给……穿上鞋；穿……鞋
2891,so,adv. 如此，这么；确是如此 conj. 所以；因此 pron. 这样 n. (So)人名；(柬)索
2892,husband,v. 节约地使用（或管理） n. 丈夫
2893,occur,v. 发生；出现；存在
2894,prescription,n. 药方；指示；惯例 adj. 凭处方方可购买的
2895,spoonful,n. 一匙；一匙的量
2896,mankind,n. 人类；男性
2897,slip,v. 滑动；滑倒；犯错；失足；减退 n. 滑，滑倒；片，纸片；错误；下跌；事故 adj. 滑动的；有活结的；活络的 abbr. 串行线路接口协议，是旧式的协议（Serial Line Interface Protocol）
2898,eastern,adj. 东方的；朝东的；东洋的 n. 东方人；（美国）东部地区的人
2899,thought,n. 思想；思考；想法；关心 v. 想，思考；认为（think的过去式和过去分词）
2900,cattle,n. 牛；牲畜（骂人的话）；家畜；无价值的人
2901,dumpling,n. 饺子，汤团；面团布丁
2902,accountant,n. 会计师；会计人员
2903,path,n. 道路；小路；轨道
2904,veal,n. 小牛（等于vealer）；小牛肉
2905,initial,adj. 最初的；字首的 v. 用姓名的首字母签名 n. 词首大写字母
2906,medium,adj. 中间的，中等的；半生熟的 n. 方法；媒体；媒介；中间物
2907,beat,v. 打；打败 n. 拍子；敲击；有规律的一连串敲打 adj. 筋疲力尽的；疲惫不堪的
2908,background,n. 背景；隐蔽的位置 v. 作…的背景 adj. 背景的；发布背景材料的
2909,caution,n. 小心，谨慎；警告，警示 v. 警告
2910,beef,n. 牛肉；肌肉；食用牛；牢骚 v. 抱怨，告发；发牢骚
2911,Belgium,n. 比利时（西欧国家，首都布鲁塞尔Brussels）
2912,stare,v. 凝视，盯着看；显眼 n. 凝视；注视
2913,mistake,n. 错误；误会；过失 v. 弄错；误解
2914,freedom,n. 自由，自主；直率
2915,fountain,n. 喷泉，泉水；源泉
2916,bakery,n. 面包店
2917,juice,n. （水果）汁，液；果汁
2918,similar,adj. 相似的 n. 类似物
2919,pond,vt. 筑成池塘 vi. 筑成池塘 n. 池塘
2920,swim,v. 游泳；漂浮；浸；眩晕 n. 游泳；漂浮；眩晕 adj. 游泳时穿戴的
2921,tonight,adv. 在今晚 n. 今晚
2922,apart,adv. 相距；与众不同地；分离着 adj. 分离的；与众不同的
2923,fly,v. 飞；驾驶飞机；飘扬 n. 飞行；苍蝇；两翼昆虫 adj. 敏捷的
2924,undertake,v. 承担，保证；从事；同意；试图
2925,punctuate,v. 不时打断；强调；加标点于
2926,brick,n. 砖，砖块；砖形物；心肠好的人 v. 用砖砌 adj. 用砖做的；似砖的
2927,dictionary,n. 字典；词典
2928,carrier,n. [化学] 载体；运送者；带菌者；货架
2929,quake,v. 震动；颤抖 n. 地震；颤抖
2930,medal,n. 勋章，奖章；纪念章
2931,theatre,n. 电影院，戏院；戏剧；阶梯式讲堂
2932,shot,n. 发射；炮弹；射手；镜头 adj. 用尽的；破旧的；杂色的，闪光的 v. 射击（shoot的过去式和过去分词）
2933,roof,n. 屋顶；最高处，顶部；最高限度 v. 给…盖屋顶，覆盖
2934,harmful,adj. 有害的；能造成损害的
2935,socialist,n. 社会主义者；社会党党员 adj. 社会主义的
2936,ring,v. 按铃；敲钟；回响；成环形 n. 戒指；铃声，钟声；拳击场；环形物
2937,supermarket,n. 超级市场；自助售货商店
2938,pattern,n. 模式；图案；样品 v. 模仿；以图案装饰
2939,kite,n. 风筝 v. 使用空头支票；像风筝一样飞；轻快地移动
2940,remark,n. 注意；言辞 v. 评论；觉察
2941,greedy,adj. 贪婪的；贪吃的；渴望的
2942,savage,adj. 野蛮的；残酷的；狂怒的；荒凉的 n. 未开化的人；粗鲁的人；残暴成性的人 v. 乱咬；粗暴的对待
2943,novelist,n. 小说家
2944,close,adj. 紧密的；亲密的；亲近的 v. 关；结束；使靠近 adv. 紧密地 n. 结束
2945,northwest,adj. 西北的；向西北的；来自西北的 n. 西北 adv. 在西北；向西北；来自西北
2946,not,adv. 表示否定，不 n. “非”（计算机中逻辑运算的一种）
2947,grateful,adj. 感谢的；令人愉快的，宜人的
2948,unknown,adj. 未知的；陌生的，默默无闻的 n. 未知数；未知的事物，默默无闻的人
2949,pump,v. 打气；用抽水机抽… n. 泵，抽水机；打气筒
2950,publicly,adv. 公然地；以公众名义
2951,fortunate,adj. 幸运的；侥幸的；吉祥的；带来幸运的
2952,assist,n. 帮助；助攻 v. 参加；出席
2953,weak,adj. [经] 疲软的；虚弱的；无力的；不牢固的
2954,accommodation,n. 住处，膳宿；调节；和解；预订铺位
2955,kettle,n. 壶；[化工] 釜；罐；鼓
2956,Easter,n. 复活节
2957,result,n. 结果；成绩；答案；比赛结果 v. 结果；导致；产生
2958,Japanese,adj. 日本（人）的；日语的 n. 日本人；日语
2959,simple,adj. 简单的；单纯的；天真的 n. 笨蛋；愚蠢的行为；出身低微者
2960,president,n. 总统；董事长；校长；主席
2961,mark,n. 标志；马克；符号；痕迹；分数 v. 作记号
2962,tournament,n. 锦标赛，联赛；比赛
2963,musical,adj. 音乐的；悦耳的 n. 音乐片
2964,invite,v. 邀请，招待；招致 n. 邀请
2965,merely,adv. 仅仅，只不过；只是
2966,punctuation,n. 标点；标点符号
2967,stay,v. 停留；坚持；暂住；停下 n. 逗留；停止；支柱
2968,examine,v. 检查；调查； 检测；考试
2969,difference,n. 差异；不同；争执
2970,than,conj. 比（用于形容词、副词的比较级之后）；除…外（用于other等之后）；与其…（用于 rather等之后）；一…就（用于 no sooner等之后） prep. 比；超过 n. (Than)人名；(老、柬、德)坦；(缅)丹
2971,poster,n. 海报，广告；招贴
2972,rice,n. 稻；米饭 v. 把…捣成米糊状
2973,hooray,vi. 呼万岁 vt. 呼万岁 n. 万岁 int. 万岁
2974,hay,n. 干草 v. 把晒干
2975,construction,n. 建设；建筑物；解释；造句
2976,art,n. 艺术；美术；艺术品 adj. 艺术的；艺术品的 v. 是（be的变体）
2977,crossing,n. 十字路口；杂交；横渡；横道 v. 横越（cross的现在分词）
2978,whisper,n. 私语；谣传；飒飒的声音 v. 耳语；密谈；飒飒地响
2979,consensus,n. 一致；舆论；合意
2980,secretary,n. 秘书；书记；部长；大臣
2981,midday,n. 中午；正午 adj. 正午的
2982,every,adj. 每一的，每个的；每隔…的 n. (Every)人名；(英)埃夫里
2983,until,conj. 在…以前；直到…时 prep. 在…以前；到…为止
2984,gay,adj. 快乐的；放荡的；艳丽的 n. 同性恋者
2985,virtue,n. 美德；优点；贞操；功效
2986,glance,n. 一瞥；一滑；闪光 v. 扫视，匆匆一看；反光；瞥闪，瞥见
2987,conflict,n. 冲突，矛盾；斗争；争执 v. 冲突，抵触；争执；战斗
2988,telephone,n. （美）电话；电话机；电话耳机 v. 打电话
2989,bell,n. 铃，钟；钟声，铃声；钟状物 v. 装钟于，系铃于
2990,cold,adj. 寒冷的；冷淡的，不热情的；失去知觉的 n. 寒冷；感冒 adv. 完全地
2991,dance,n. 舞蹈；舞会；舞曲 v. 跳舞；跳跃；飘扬 adj. 舞蹈的；用于跳舞的
2992,bank,n. 银行；岸；浅滩；储库 v. 将…存入银行；倾斜转弯
2993,thread,n. 线；螺纹；思路；衣服；线状物；玻璃纤维；路线 v. 穿过；穿线于；使交织
2994,skilled,adj. 熟练的；有技能的；需要技能的
2995,boxing,n. 拳击；装箱；围模；做箱的材料 v. 将…装入盒中（box的ing形式）
2996,air,n. 空气，大气；天空；样子；曲调 v. 使通风，晾干；夸耀
2997,exist,v. 存在；生存；生活；继续存在
2998,tobacco,n. 烟草，烟叶；烟草制品；抽烟
2999,snatch,n. 抢夺；抓举；小量 v. 夺得；抽空做；及时救助
3000,three,n. 三，三个 num. 三 adj. 三的，三个的
3001,double,n. 两倍；双精度型 adj. 双重的；两倍的 v. 加倍，加倍努力；快步走 adv. 双重地；两倍地；弓身地
3002,invention,n. 发明；发明物；虚构；发明才能
3003,printing,n. 印刷；印刷术
3004,worthless,adj. 无价值的；不值钱的；卑微的
3005,tortoise,n. 龟，[脊椎] 乌龟（等于testudo）；迟缓的人
3006,because,conj. 因为
3007,dirty,adj. 下流的，卑鄙的；肮脏的；恶劣的；暗淡的 v. 弄脏
3008,supply,n. 供给，补给；供应品 v. 供给，提供；补充
3009,inform,v. 通知；告诉；报告
3010,responsibility,n. 责任，职责；义务
3011,class,n. 阶级；班级；种类；班；等级 v. 分类；把…分等级；把…归入某等级，把…看作（或分类、归类）；把…编入某一班级 adj. 极好的；很好的，优秀的，出色的
3012,frontier,n. 前沿；边界；国境 adj. 边界的；开拓的
3013,dine,v. 进餐，用餐 n. (Dine)人名；(意、葡)迪内；(英)戴恩；(法)迪纳
3014,life,n. 生活，生存；寿命
3015,child,n. 儿童，小孩，孩子；产物；子孙；幼稚的人；弟子
3016,UN,abbr. 联合国（United Nations）；硝酸铀铣（Uranyl Nitrate）
3017,overweight,adj. 超重的；过重的 vt. 使负担过重 n. 超重
3018,important,adj. 重要的，重大的；有地位的；有权力的
3019,fist,n. 拳，拳头；〈口〉笔迹；掌握；[印]指标参见号 vt. 紧握；握成拳；用拳打
3020,factory,n. 工厂；制造厂；代理店
3021,division,n. [数] 除法；部门；分配；分割；师（军队）；赛区
3022,wrist,n. 手腕；腕关节 vt. 用腕力移动
3023,hundred,n. 一百；许多 adj. 一百的；许多的 num. 百；百个
3024,chat,v. 聊天；闲谈 n. 聊天；闲谈
3025,bring,v. 带来；促使；引起；使某人处于某种情况或境地 n. (Bring)人名；(英、瑞典)布林
3026,amaze,v. 使吃惊
3027,village,n. 村庄；村民；（动物的）群落
3028,journalist,n. 新闻工作者；报人；记日志者
3029,symbol,n. 象征；符号；标志
3030,spirit,n. 精神；心灵；情绪；志气；烈酒 v. 鼓励；鼓舞；诱拐
3031,kick,v. 踢；反冲，朝后座 n. 踢；反冲，后座力
3032,ice,n. 冰；冰淇淋；矜持；（俚）钻石 v. 冰镇；结冰 adj. 冰的
3033,distinguish,v. 区分；辨别；使杰出，使表现突出
3034,gesture,n. 姿态；手势 v. 作手势；用动作示意
3035,Tokyo,n. 东京（日本首都）
3036,puzzled,adj. 困惑的；茫然的；搞糊涂的
3037,respond,v. 回答；作出反应；承担责任 n. 应答；唱和
3038,latest,adv. 最迟地；最后地 n. 最新的事物 adj. 最新的，最近的；最迟的，最后的
3039,pride,n. 自豪；骄傲；自尊心 v. 使得意，以…自豪
3040,UK,abbr. 联合王国（United Kingdom） n. 英国
3041,wind,n. 风；呼吸；气味；卷绕 v. 缠绕；上发条；使弯曲；吹号角；绕住或缠住某人
3042,split,v. 分离；使分离；劈开；离开；分解 n. 劈开；裂缝 adj. 劈开的
3043,and,conj. 和，与；就；而且；但是；然后 n. (And)人名；(土、瑞典)安德
3044,handsome,adj. （男子）英俊的；可观的；大方的，慷慨的；健美而端庄的
3045,left,adj. 左边的；左派的；剩下的 adv. 在左面 n. 左边；左派；激进分子 v. 离开（leave的过去式）
3046,storm,n. 暴风雨；大动荡 v. 起风暴；横冲直撞；狂怒咆哮
3047,shirt,n. 衬衫；汗衫，内衣
3048,seventeen,n. 十七，十七个 adj. 十七岁的；十七的，十七个的 num. 十七
3049,unhealthy,adj. 不健康的；危险的；有害身心健康的
3050,lap,n. 一圈；膝盖；下摆；山坳 v. 使重叠；拍打；包围
3051,neighbourhood,n. 邻近；周围；邻居关系；附近一带
3052,used,adj. 习惯的；二手的，使用过的 v. 用（use的过去式）；（used to）过去常做
3053,windy,adj. 多风的，有风的；腹胀的；吹牛的
3054,murder,v. 谋杀，凶杀 n. 谋杀，凶杀
3055,nation,n. 国家；民族；国民
3056,cake,n. 蛋糕；块状物；利益总额 v. 使结块
3057,often,adv. 常常，时常
3058,accompany,v. 陪伴，伴随；伴奏
3059,subscribe,v. 订阅；捐款；认购；赞成；签署
3060,relation,n. 关系；叙述；故事；亲属关系
3061,anywhere,adv. 在任何地方；无论何处 n. 任何地方
3062,dilemma,n. 困境；进退两难；两刀论法
3063,beard,v. 公然反对；抓…的胡须 n. 胡须；颌毛
3064,though,adv. 可是，虽然；不过；然而 conj. 虽然；尽管 prep. 但
3065,bow,n. 弓；鞠躬；船首 v. 鞠躬；弯腰 adj. 弯曲的
3066,many,pron. 许多；许多人 adj. 许多的 n. (Many)人名；(法)马尼
3067,what,pron. 什么；多么；多少 adj. 什么；多么；何等 adv. 到什么程度，在哪一方面 int. 什么；多么
3068,shooting,n. 射击；打猎；摄影；射门 v. 射击（shoot的ing形式）
3069,government,n. 政府；政体；管辖
3070,right,adj. 正确的；直接的；右方的 v. 复正；恢复平稳 n. 正确；右边；正义 adv. 正确地；恰当地；彻底地
3071,cash,n. 现款，现金 v. 将…兑现；支付现款
3072,chest,n. 胸，胸部；衣柜；箱子；金库
3073,advise,v. 建议；劝告，忠告；通知；警告
3074,sad,adj. 难过的；悲哀的，令人悲痛的；凄惨的，阴郁的（形容颜色）
3075,another,adj. 又一，另一；另外的；不同的 pron. 另一个；又一个 prep. 另一个；另一个人
3076,pole,n. 杆；极点；电极 v. 用竿支撑
3077,average,n. 平均；平均数；海损 adj. 平均的；普通的；通常的 v. 算出…的平均数；将…平均分配；使…平衡
3078,capital,n. 首都，省会；资金；大写字母；资本家 adj. 首都的；重要的；大写的
3079,sit,v. 坐；位于 n. (Sit)人名；(东南亚国家华语)硕；(罗)西特
3080,stain,v. 沾污；败坏；给…着色 n. 污点；瑕疵；着色剂
